# This is the list of all model files in descending order of f1-score
# Duplicate models are removed based on their performance
# Date: 09/13/2018

model_name,f1_score,roc_auc_score,total_actives,predicted_actives,version
classifier_scavenger_receptor_class_b_member_1,0.9473684210526316,0.9986449864498644,9,10,py27
classifier_lethal_3_malignant_brain_tumor_like_protein_3,0.9473684210526316,0.95,10,9,py27
classifier_c_c_chemokine_receptor_type_8,0.9473684210526316,0.9985250737463126,9,10,py27
classifier_retinoic_acid_receptor_rxr_gamma,0.9473684210526316,0.95,10,9,py35
classifier_glucokinase_regulatory_protein,0.9473684210526316,0.95,10,9,py27
classifier_macrophage_metalloelastase,0.9473684210526315,0.9555107425909927,79,73,py27
classifier_phosphatidylinositol_4_5_bisphosphate_3_kinase_catalytic_subunit_beta_isoform,0.9473684210526315,0.9776981137563445,94,96,py27
classifier_calpain_1_catalytic_subunit,0.9473684210526315,0.9555107425909927,79,73,py27
classifier_vasopressin_v1a_receptor,0.9467455621301775,0.9697958422671763,85,84,py35
classifier_oxysterols_receptor_lxr_beta,0.9465648854961831,0.9759517316098181,65,66,py35
classifier_5_hydroxytryptamine_receptor_6,0.9462365591397848,0.9523349629276628,389,355,py27
classifier_5_hydroxytryptamine_receptor_1d,0.9460317460317461,0.9540875915625799,164,151,py27
classifier_high_affinity_camp_specific_3_5_cyclic_phosphodiesterase_7a,0.9456521739130436,0.9622927713269347,94,90,py27
classifier_estradiol_17_beta_dehydrogenase_1,0.9454545454545454,0.9558827517015104,57,53,py27
classifier_prolyl_endopeptidase,0.9454545454545454,0.9482758620689655,29,26,py27
classifier_vitamin_d3_receptor,0.9454545454545454,0.997983870967742,26,29,py35
classifier_angiopoietin_1_receptor,0.9454545454545454,0.9482758620689655,29,26,py35
classifier_neuronal_acetylcholine_receptor_subunit_alpha_4,0.9454545454545454,0.9482758620689655,29,26,py35
classifier_tyrosine_protein_kinase_abl1,0.9453124999999999,0.9481481481481482,135,121,py35
classifier_transient_receptor_potential_cation_channel_subfamily_v_member_1,0.9452054794520547,0.9566547185100526,302,282,py27
classifier_tyrosine_protein_kinase_jak2,0.9448529411764707,0.9633700403015475,277,267,py27
classifier_testosterone_17_beta_dehydrogenase_3,0.9444444444444444,0.9712911235257603,36,36,py27
classifier_sex_hormone_binding_globulin,0.9444444444444444,0.9473684210526316,19,17,py27
classifier_retinoic_acid_receptor_beta,0.9444444444444444,0.9473684210526316,19,17,py35
classifier_multidrug_resistance_associated_protein_1,0.9444444444444444,0.9473684210526316,19,17,py27
classifier_amyloid_beta_a4_protein,0.9440993788819876,0.9741020114942529,80,81,py27
classifier_tgf_beta_receptor_type_1,0.944,0.9604377498750625,64,61,py27
classifier_sodium_and_chloride_dependent_glycine_transporter_1,0.9435897435897437,0.9508414260645892,102,93,py27
classifier_beta_secretase_2,0.9433962264150945,0.9464285714285714,84,75,py27
classifier_nad_dependent_protein_deacetylase_sirtuin_2,0.9428571428571428,0.9459459459459459,37,33,py35
classifier_prothrombin,0.9422382671480144,0.9621969821196477,564,544,py27
classifier_metabotropic_glutamate_receptor_5,0.9421487603305785,0.959194210850369,124,118,py35
classifier_microtubule_associated_protein_2,0.9411764705882353,0.9444444444444444,9,8,py27
classifier_kynurenine_alpha_aminoadipate_aminotransferase_mitochondrial,0.9411764705882353,0.9444444444444444,9,8,py27
classifier_glycogen_phosphorylase_muscle_form,0.9411764705882353,0.9697079536039768,17,17,py27
classifier_solute_carrier_family_2_facilitated_glucose_transporter_member_1,0.9411764705882353,0.9985632183908045,8,9,py27
classifier_serine_threonine_protein_kinase_tbk1,0.9411764705882353,0.9444444444444444,18,16,py27
classifier_tyrosine_protein_kinase_jak3,0.9411764705882353,0.9630928964957091,138,134,py35
classifier_aldehyde_dehydrogenase_mitochondrial,0.9411764705882353,0.9444444444444444,18,16,py27
classifier_serine_threonine_protein_kinase_pak_4,0.9411764705882353,0.9444444444444444,9,8,py35
classifier_histone_lysine_n_methyltransferase_ehmt2,0.9411764705882353,0.9444444444444444,9,8,py35
classifier_serine_threonine_protein_kinase_d1,0.9411764705882353,0.9444444444444444,9,8,py35
classifier_mitogen_activated_protein_kinase_8,0.9411764705882353,0.9697681150098092,51,51,py27
classifier_cyclin_dependent_kinase_2,0.9403973509933775,0.9491856662563612,79,72,py27
classifier_progesterone_receptor,0.9402985074626865,0.952903631700781,139,129,py35
classifier_substance_p_receptor,0.9398496240601504,0.9771147761430153,392,406,py27
classifier_serine_threonine_protein_kinase_chk1,0.9398280802292263,0.9651704172387034,176,173,py27
classifier_nociceptin_receptor,0.9396325459317585,0.9701533510034078,190,191,py35
classifier_tryptase_alpha_beta_1,0.9393939393939394,0.9831594408427877,32,34,py35
classifier_orexin_receptor_type_2,0.9393939393939394,0.9554673463010701,170,160,py35
classifier_urotensin_2_receptor,0.9393939393939394,0.9827586206896552,32,34,py35
classifier_voltage_dependent_calcium_channel_subunit_alpha_2_delta_1,0.9393939393939393,0.9428571428571428,35,31,py35
classifier_neutrophil_collagenase,0.9391304347826087,0.9674011202453943,173,172,py27
classifier_lim_domain_kinase_2,0.9387755102040817,0.977770018621974,24,25,py27
classifier_ribosomal_protein_s6_kinase_alpha_3,0.9387755102040817,0.9777854511970535,24,25,py35
classifier_thyroid_hormone_receptor_alpha,0.9387755102040816,0.9423076923076923,26,23,py35
classifier_adenosylhomocysteinase,0.9387755102040816,0.9423076923076923,26,23,py35
classifier_hydroxycarboxylic_acid_receptor_2,0.9387755102040816,0.9423076923076923,26,23,py35
classifier_lanosterol_synthase,0.9387755102040816,0.9423076923076923,26,23,py35
classifier_fibroblast_growth_factor_receptor_1,0.9384615384615386,0.9420289855072463,69,61,py27
classifier_g2_mitotic_specific_cyclin_b3,0.9382716049382716,0.9520502645502645,42,39,py27
classifier_bcl_2_like_protein_1,0.9381443298969072,0.9589438565636804,99,95,py27
classifier_opioid_growth_factor_receptor_like_protein_1,0.9375,0.9678474729241877,16,16,py35
classifier_signal_transducer_and_activator_of_transcription_6,0.9375,0.9411764705882353,17,15,py35
classifier_chymase,0.9370629370629371,0.9583029071842316,73,70,py27
classifier_steryl_sulfatase,0.9361702127659575,0.94,50,44,py27
classifier_caspase_8,0.9361702127659574,0.9577352472089313,24,23,py27
classifier_renin,0.935593220338983,0.9664093583099224,443,442,py27
classifier_g_protein_coupled_bile_acid_receptor_1,0.9354838709677419,0.9525832881906826,32,30,py35
classifier_glucocorticoid_receptor,0.9346092503987242,0.9571475432221905,320,307,py27
classifier_carbonic_anhydrase_2,0.9343863912515189,0.9651954678048579,825,821,py27
classifier_branched_chain_amino_acid_aminotransferase_mitochondrial,0.9333333333333333,0.9375,8,7,py27
classifier_methionine_trna_ligase_cytoplasmic,0.9333333333333333,0.9375,8,7,py27
classifier_serine_threonine_protein_kinase_plk3,0.9333333333333333,0.9375,8,7,py35
classifier_phosphoethanolamine_phosphocholine_phosphatase,0.9333333333333333,0.9375,8,7,py27
classifier_ras_guanyl_releasing_protein_3,0.9333333333333333,0.9984326018808777,7,8,py27
classifier_dipeptidyl_peptidase_2,0.9333333333333333,0.9484238310708898,39,36,py27
classifier_serine_threonine_protein_kinase_plk2,0.9333333333333333,0.9375,8,7,py27
classifier_plasma_kallikrein,0.9333333333333333,0.951182980611877,31,29,py27
classifier_thromboxane_a2_receptor,0.9333333333333333,0.9375,64,56,py35
classifier_raf_proto_oncogene_serine_threonine_protein_kinase,0.9333333333333333,0.9375,32,28,py27
classifier_arginase_2_mitochondrial,0.9333333333333333,0.9375,8,7,py27
classifier_high_affinity_nerve_growth_factor_receptor,0.9333333333333333,0.9375,96,84,py27
classifier__pyruvate_dehydrogenase_acetyl_transferring_kinase_isozyme_1_mitochondrial,0.9333333333333333,0.9375,24,21,py35
classifier_somatostatin_receptor_type_5,0.9333333333333333,0.9790017230473949,51,54,py35
classifier_histone_deacetylase_3,0.9333333333333333,0.954667725803831,123,117,py27
classifier_inhibitor_of_nuclear_factor_kappa_b_kinase_subunit_epsilon,0.9333333333333333,0.9984662576687117,7,8,py27
classifier_peptidyl_prolyl_cis_trans_isomerase_a,0.9302325581395349,0.9347826086956521,23,20,py35
classifier_alpha_1d_adrenergic_receptor,0.9297658862876255,0.9423674669279766,157,142,py27
classifier_aldose_reductase,0.9289617486338798,0.9336734693877551,98,85,py35
classifier_protein_kinase_c_alpha_type,0.9285714285714286,0.9633260213874416,42,42,py27
classifier_phospholipase_a2_membrane_associated,0.9285714285714286,0.9333333333333333,30,26,py27
classifier_beta_1_adrenergic_receptor,0.9285714285714286,0.9632196162046908,56,56,py27
classifier_tyrosine_protein_kinase_itk_tsk,0.9285714285714285,0.9859957882069796,40,44,py35
classifier_carbonic_anhydrase_14,0.9281767955801106,0.9373302783435167,96,85,py27
classifier_camp_and_camp_inhibited_cgmp_3_5_cyclic_phosphodiesterase_10a,0.9281767955801106,0.9517796672646174,557,529,py27
classifier_histamine_h4_receptor,0.927536231884058,0.9521403432046315,106,101,py35
classifier_muscarinic_acetylcholine_receptor_m3,0.9272727272727272,0.941878819321693,173,157,py35
classifier_cannabinoid_receptor_2,0.9269662921348314,0.9363623972851158,378,334,py27
classifier_amine_oxidase_flavin_containing_b,0.926829268292683,0.963324549846289,225,226,py27
classifier_dipeptidyl_peptidase_8,0.9268292682926829,0.9516233766233767,63,60,py27
classifier_cyclin_dependent_kinase_8,0.9268292682926829,0.9975409836065573,19,22,py27
classifier_matrilysin,0.9268292682926829,0.9517133956386292,42,40,py27
classifier_cytochrome_p450_11b1_mitochondrial,0.9261083743842364,0.9554466243121115,103,100,py27
classifier_induced_myeloid_leukemia_cell_differentiation_protein_mcl_1,0.9256198347107438,0.9307692307692308,65,56,py27
classifier_growth_hormone_secretagogue_receptor_type_1,0.9255319148936169,0.9390853926491076,99,89,py35
classifier_rho_associated_protein_kinase_2,0.9254901960784314,0.9780211232303677,123,132,py27
classifier_cholesteryl_ester_transfer_protein,0.9249999999999999,0.9334781964987289,128,112,py27
classifier_kappa_type_opioid_receptor,0.9237410071942447,0.9370263285120567,367,328,py35
classifier_d4_dopamine_receptor,0.9233870967741935,0.9552899513058877,251,245,py27
classifier_prolyl_endopeptidase_fap,0.9230769230769231,0.9721217105263157,19,20,py27
classifier_transcription_intermediary_factor_1_alpha,0.923076923076923,0.9285714285714286,7,6,py35
classifier_neurotensin_receptor_type_2,0.923076923076923,0.9285714285714286,7,6,py27
classifier_glutamate_receptor_ionotropic_nmda_1,0.923076923076923,0.9285714285714286,7,6,py27
classifier_baculoviral_iap_repeat_containing_protein_5,0.923076923076923,0.9964788732394366,6,7,py27
classifier_metabotropic_glutamate_receptor_4,0.923076923076923,0.9285714285714286,7,6,py35
classifier_ef_hand_calcium_binding_domain_containing_protein_4b,0.923076923076923,0.9285714285714286,7,6,py27
classifier_calcium_activated_potassium_channel_subunit_alpha_1,0.923076923076923,0.9285714285714286,7,6,py35
classifier_sodium_and_chloride_dependent_glycine_transporter_2,0.923076923076923,0.9285714285714286,7,6,py27
classifier_map_kinase_activated_protein_kinase_2,0.923076923076923,0.9408061002178649,34,31,py27
classifier_dual_specificity_tyrosine_phosphorylation_regulated_kinase_1a,0.923076923076923,0.9285714285714286,7,6,py27
classifier_thymidine_phosphorylase,0.923076923076923,0.9285714285714286,7,6,py35
classifier_mitogen_activated_protein_kinase_13,0.923076923076923,0.9285714285714286,7,6,py27
classifier_aurora_kinase_a,0.9213483146067417,0.9751318029442865,172,184,py27
classifier_histone_deacetylase_1,0.9212690951821387,0.9508308222647854,434,417,py27
classifier_dual_specificity_mitogen_activated_protein_kinase_kinase_1,0.9210526315789473,0.9371841440303222,40,36,py35
classifier_carbonic_anhydrase_9,0.9209100758396532,0.9421870474949319,480,443,py27
classifier_d3_dopamine_receptor,0.9202586206896551,0.9609621536333377,462,466,py27
classifier_macrophage_colony_stimulating_factor_1_receptor,0.9195402298850575,0.9585552589897345,87,87,py27
classifier_d1a_dopamine_receptor,0.918918918918919,0.9465408805031447,95,90,py35
classifier_l_lactate_dehydrogenase_a_chain,0.9189189189189189,0.9973913043478261,17,20,py27
classifier_tyrosine_protein_kinase_hck,0.9189189189189189,0.925,20,17,py35
classifier_b2_bradykinin_receptor,0.9185185185185185,0.9546873242604881,68,67,py27
classifier_sodium_dependent_noradrenaline_transporter,0.9176470588235295,0.9598208348161169,423,427,py27
classifier_nad_dependent_protein_deacetylase_sirtuin_1,0.9166666666666666,0.9979123173277662,11,13,py27
classifier_matrix_metalloproteinase_9,0.9166666666666666,0.9327272235300484,381,339,py27
classifier_cathepsin_b,0.916256157635468,0.9635549132947977,100,103,py27
classifier_carbonic_anhydrase_7,0.9162011173184357,0.9356935683426972,94,85,py27
classifier_potassium_voltage_gated_channel_subfamily_a_member_5,0.9158878504672898,0.9295679537566008,114,100,py35
classifier_alpha_1a_adrenergic_receptor,0.9158878504672898,0.9587909204414987,213,215,py27
classifier_histone_deacetylase_10,0.9152542372881356,0.9350860984935971,31,28,py27
classifier_metabotropic_glutamate_receptor_1,0.9142857142857143,0.9210526315789473,19,16,py35
classifier_bdnf_nt_3_growth_factors_receptor,0.9142857142857143,0.9688057040998218,17,18,py27
classifier_ribosyldihydronicotinamide_dehydrogenase_quinone_,0.9142857142857143,0.9556338028169014,35,35,py27
classifier_metabotropic_glutamate_receptor_2,0.9142857142857143,0.9436166298749081,18,17,py35
classifier_nuclear_receptor_ror_gamma,0.9137931034482758,0.9409017508074112,60,56,py35
classifier_substance_k_receptor,0.9135802469135802,0.9537303843308282,122,121,py35
classifier_tyrosine_protein_phosphatase_non_receptor_type_1,0.9134948096885813,0.9203821656050956,157,132,py35
classifier_histamine_h3_receptor,0.9134045077105575,0.9447932935734591,432,411,py27
classifier_prostaglandin_g_h_synthase_2,0.9133126934984519,0.9308800089180098,342,304,py27
classifier_carbonic_anhydrase_5b_mitochondrial,0.9130434782608695,0.9368093922651934,24,22,py27
classifier_lysosomal_pro_x_carboxypeptidase,0.9130434782608695,0.9552128386068747,69,69,py27
classifier_mast_stem_cell_growth_factor_receptor_kit,0.9130434782608695,0.9552732996797482,69,69,py35
classifier_androgen_receptor,0.9125000000000001,0.9416110873826811,165,155,py27
classifier_leukotriene_b4_receptor_1,0.912280701754386,0.9329336530775381,30,27,py35
classifier_dna_dependent_protein_kinase_catalytic_subunit,0.9117647058823529,0.9418511066398391,35,33,py35
classifier_nicotinamide_phosphoribosyltransferase,0.9117647058823529,0.9482349961099351,69,67,py27
classifier_tissue_factor,0.9090909090909091,0.9166666666666667,12,10,py35
classifier_atp_binding_cassette_sub_family_c_member_8,0.9090909090909091,0.9166666666666667,6,5,py27
classifier_hormone_sensitive_lipase,0.9090909090909091,0.9321497140949121,52,47,py27
classifier_sodium_channel_protein_type_4_subunit_alpha,0.9090909090909091,0.9166666666666667,24,20,py35
classifier_dipeptidase_1,0.9090909090909091,0.9166666666666667,6,5,py35
classifier_tyrosine_protein_phosphatase_non_receptor_type_22,0.9090909090909091,0.9979757085020242,5,6,py27
classifier_c_x_c_chemokine_receptor_type_4,0.9090909090909091,0.9528272414870353,22,22,py35
classifier_liver_carboxylesterase_1,0.9090909090909091,0.9166666666666667,30,25,py27
classifier_serine_threonine_protein_kinase_chk2,0.9090909090909091,0.9166666666666667,6,5,py27
classifier_amiloride_sensitive_sodium_channel_subunit_alpha,0.9090909090909091,0.9166666666666667,6,5,py35
classifier_receptor_type_tyrosine_protein_phosphatase_beta,0.9090909090909091,0.9980314960629921,5,6,py35
classifier_myeloperoxidase,0.9090909090909091,0.9404400935631985,17,16,py27
classifier_interleukin_8,0.9090909090909091,0.9166666666666667,6,5,py35
classifier_sodium_dependent_proline_transporter,0.9090909090909091,0.9980314960629921,5,6,py27
classifier_sucrase_isomaltase_intestinal,0.9090909090909091,0.9166666666666667,6,5,py35
classifier_fibroblast_growth_factor_2,0.9090909090909091,0.9166666666666667,12,10,py27
classifier_alpha_2c_adrenergic_receptor,0.9090909090909091,0.9465284524124937,67,65,py27
classifier_d1b_dopamine_receptor,0.9090909090909091,0.9166666666666667,18,15,py35
classifier_5_hydroxytryptamine_receptor_7,0.9080779944289694,0.9564940533656512,178,181,py27
classifier_cathepsin_k,0.9078726968174204,0.9489188569200914,301,296,py27
classifier_cannabinoid_receptor_1,0.9077598828696926,0.9505119178673247,343,340,py27
classifier_histone_deacetylase_8,0.9075630252100839,0.9347827725802682,124,114,py27
classifier_atp_sensitive_inward_rectifier_potassium_channel_1,0.9066666666666667,0.9826747720364744,35,40,py35
classifier_mitogen_activated_protein_kinase_10,0.9066666666666667,0.9829619921363041,35,40,py27
classifier_a_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_5,0.9066666666666667,0.9463445302676486,38,37,py27
classifier_estradiol_17_beta_dehydrogenase_2,0.90625,0.9384149868731367,66,62,py27
classifier_non_lysosomal_glucosylceramidase,0.9056603773584906,0.9137931034482758,29,24,py27
classifier_5_hydroxytryptamine_receptor_1a,0.9053177691309987,0.9303080603939891,405,366,py27
classifier_tyrosine_protein_kinase_btk,0.9051094890510949,0.9242613377331046,73,64,py27
classifier_prostaglandin_e2_receptor_ep2_subtype,0.9047619047619048,0.9311149469377319,22,20,py35
classifier_inosine_5_monophosphate_dehydrogenase_1,0.9047619047619047,0.9130434782608696,23,19,py27
classifier_glutamate_receptor_ionotropic_kainate_2,0.9032258064516129,0.9117647058823529,17,14,py27
classifier_glutamate_receptor_2,0.9032258064516129,0.9649774774774775,30,32,py35
classifier_5_hydroxytryptamine_receptor_1b,0.9029126213592232,0.9260652560728393,109,97,py27
classifier_c_c_chemokine_receptor_type_1,0.9016393442622951,0.9289943391866914,64,58,py35
classifier_histone_deacetylase_6,0.9015151515151516,0.9201298502773113,283,245,py27
classifier_platelet_activating_factor_receptor,0.9014084507042254,0.9433614119534697,36,35,py35
classifier_epoxide_hydrolase_1,0.9,0.9487489574645537,30,30,py27
classifier_dual_specificity_tyrosine_phosphorylation_regulated_kinase_1b,0.9,0.9974424552429668,9,11,py35
classifier_apolipoprotein_b_100,0.9,0.9971751412429379,9,11,py27
classifier_serine_threonine_protein_kinase_plk1,0.9,0.9638805801681809,29,31,py27
classifier_lysine_specific_histone_demethylase_1a,0.9,0.9278627113496002,42,38,py27
classifier_histamine_h1_receptor,0.8972972972972973,0.9107477404850575,101,84,py35
classifier_dihydrofolate_reductase,0.8969072164948453,0.9217832007242395,103,91,py27
classifier_cyclin_dependent_kinase_9,0.896551724137931,0.90625,32,26,py27
classifier_histone_deacetylase_7,0.896551724137931,0.90625,16,13,py27
classifier_interleukin_1_receptor_associated_kinase_4,0.8955223880597014,0.927549978111776,35,32,py27
classifier_5_hydroxytryptamine_receptor_2a,0.8948106591865358,0.9150172163748784,384,329,py27
classifier_aldo_keto_reductase_family_1_member_c3,0.8936170212765957,0.9114798055974526,51,43,py27
classifier_mitogen_activated_protein_kinase_14,0.8929219600725953,0.9379682606600819,280,271,py27
classifier_atp_binding_cassette_sub_family_g_member_2,0.8923076923076924,0.996969696969697,29,36,py27
classifier_voltage_dependent_t_type_calcium_channel_subunit_alpha_1g,0.8918918918918919,0.9122044917257682,40,34,py35
classifier_neutrophil_elastase,0.8917525773195876,0.9252352661188116,203,185,py27
classifier_muscarinic_acetylcholine_receptor_m2,0.891566265060241,0.9137217525453001,134,115,py35
classifier_muscarinic_acetylcholine_receptor_m1,0.8898678414096917,0.9377429473961304,115,112,py35
classifier_beta_2_adrenergic_receptor,0.888888888888889,0.9312610150173602,74,70,py27
classifier_xanthine_dehydrogenase_oxidase,0.888888888888889,0.9,10,8,py35
classifier_geranylgeranyl_transferase_type_1_subunit_beta,0.888888888888889,0.9,5,4,py35
classifier_atp_sensitive_inward_rectifier_potassium_channel_11,0.888888888888889,0.9,25,20,py35
classifier_receptor_interacting_serine_threonine_protein_kinase_1,0.888888888888889,0.9,5,4,py35
classifier_nad_dependent_protein_deacetylase_sirtuin_3_mitochondrial,0.888888888888889,0.9983333333333334,4,5,py27
classifier_kallikrein_1,0.888888888888889,0.9,10,8,py27
classifier_g_protein_coupled_receptor_35,0.888888888888889,0.9,5,4,py27
classifier_lysophosphatidic_acid_receptor_2,0.888888888888889,0.9,5,4,py35
classifier_voltage_dependent_l_type_calcium_channel_subunit_alpha_1s,0.888888888888889,0.9,5,4,py35
classifier_mitogen_activated_protein_kinase_11,0.888888888888889,0.997787610619469,4,5,py27
classifier_cytochrome_p450_2a6,0.888888888888889,0.997787610619469,4,5,py27
classifier_lysine_specific_demethylase_4b,0.888888888888889,0.9,5,4,py35
classifier_bromodomain_containing_protein_9,0.888888888888889,0.9983333333333334,4,5,py27
classifier_cyclin_dependent_like_kinase_5,0.888888888888889,0.9,5,4,py27
classifier_matrix_metalloproteinase_16,0.888888888888889,0.997787610619469,4,5,py27
classifier_methylated_dna_protein_cysteine_methyltransferase,0.888888888888889,0.9,5,4,py27
classifier_lactoylglutathione_lyase,0.888888888888889,0.9,5,4,py27
classifier_transmembrane_prolyl_4_hydroxylase,0.888888888888889,0.9,5,4,py35
classifier_ceramide_glucosyltransferase,0.888888888888889,0.9,25,20,py27
classifier_lysine_specific_demethylase_5c,0.8888888888888888,0.9431656720659278,9,9,py35
classifier_dual_3_5_cyclic_amp_and_gmp_phosphodiesterase_11a,0.8888888888888888,0.9430320150659134,9,9,py35
classifier_egl_nine_homolog_3,0.8888888888888888,0.9427466515751745,18,18,py27
classifier_aminopeptidase_n,0.8888888888888888,0.9427888153053715,18,18,py35
classifier_bromodomain_containing_protein_2,0.8888888888888888,0.909902302607685,39,33,py27
classifier_5_hydroxytryptamine_receptor_1f,0.8888888888888888,0.9429361488185017,18,18,py35
classifier_fatty_acid_amide_hydrolase_1,0.8888888888888888,0.9381711218697942,182,178,py27
classifier_d2_dopamine_receptor,0.8879023307436181,0.9281346333495037,466,435,py27
classifier_malonyl_coa_decarboxylase_mitochondrial,0.8857142857142858,0.8974358974358974,39,31,py27
classifier_alpha_2a_adrenergic_receptor,0.8857142857142857,0.935289425645473,71,69,py27
classifier_d_amino_acid_oxidase,0.8852459016393444,0.9207551791713325,32,29,py27
classifier_carbonic_anhydrase_12,0.8829516539440204,0.9464971315292591,387,399,py27
classifier_alpha_1b_adrenergic_receptor,0.8828828828828829,0.9397967045993361,111,111,py27
classifier_cysteinyl_leukotriene_receptor_1,0.8823529411764706,0.8947368421052632,19,15,py35
classifier_c_x_c_chemokine_receptor_type_1,0.8823529411764706,0.8947368421052632,19,15,py35
classifier_bromodomain_containing_protein_4,0.8823529411764706,0.9660847547974414,80,90,py27
classifier_mineralocorticoid_receptor,0.8813559322033899,0.9465442603373638,29,30,py35
classifier_voltage_dependent_n_type_calcium_channel_subunit_alpha_1b,0.8809523809523809,0.9600317348377998,40,44,py35
classifier_melanocortin_receptor_5,0.88,0.8928571428571428,14,11,py35
classifier_voltage_dependent_l_type_calcium_channel_subunit_alpha_1c,0.8799999999999999,0.9217200709738024,26,24,py35
classifier_fibroblast_growth_factor_receptor_2,0.8787878787878787,0.9508828475336323,32,34,py27
classifier_prostaglandin_e_synthase,0.8784313725490196,0.8916083916083917,143,112,py27
classifier_heat_shock_protein_hsp_90_beta,0.8783783783783783,0.9681014673686877,69,79,py27
classifier_receptor_type_tyrosine_protein_kinase_flt3,0.8777777777777778,0.9107501180358829,96,84,py27
classifier_5_hydroxytryptamine_receptor_2c,0.8766519823788547,0.929291713621958,231,223,py27
classifier_lysine_specific_demethylase_5b,0.8750000000000001,0.8888888888888888,9,7,py35
classifier_methionine_aminopeptidase_1,0.8750000000000001,0.8888888888888888,9,7,py27
classifier_perforin_1,0.8750000000000001,0.9946236559139785,7,9,py27
classifier_serine_threonine_protein_kinase_receptor_r3,0.8750000000000001,0.8888888888888888,9,7,py35
classifier_nadph_oxidase_4,0.8750000000000001,0.8888888888888888,9,7,py35
classifier_endoplasmin,0.8750000000000001,0.9976359338061466,7,9,py27
classifier_bcl2_associated_agonist_of_cell_death,0.875,0.9345588235294118,8,8,py27
classifier_dctp_pyrophosphatase_1,0.875,0.935,8,8,py27
classifier_rod_cgmp_specific_3_5_cyclic_phosphodiesterase_subunit_alpha,0.875,0.9359984984984985,8,8,py27
classifier_tankyrase_2,0.875,0.925425759520753,41,39,py27
classifier_nitric_oxide_synthase_inducible,0.8735632183908046,0.9254188368390955,89,85,py27
classifier_cholinesterase,0.8728323699421966,0.9394600282758178,171,175,py27
classifier_tyrosine_protein_kinase_lck,0.8723404255319149,0.9091309385863268,100,88,py27
classifier_type_2_angiotensin_ii_receptor,0.8703703703703702,0.9762248333676905,49,59,py27
classifier_somatostatin_receptor_type_1,0.8695652173913044,0.8846153846153846,13,10,py35
classifier_peregrin,0.8695652173913043,0.9522778808493095,11,12,py27
classifier_phosphatidylinositol_4_5_bisphosphate_3_kinase_catalytic_subunit_delta_isoform,0.8691588785046729,0.9104705659004979,113,101,py27
classifier_rac_gamma_serine_threonine_protein_kinase,0.8666666666666667,0.9315085158150851,15,15,py27
classifier_protein_glutamine_gamma_glutamyltransferase_2,0.8666666666666667,0.9315665488810365,30,30,py27
classifier_beta_1_3_galactosyl_o_glycosyl_glycoprotein_beta_1_6_n_acetylglucosaminyltransferase,0.865979381443299,0.8818181818181818,55,42,py35
classifier_protein_kinase_c_delta_type,0.8656716417910448,0.9650054225831673,31,36,py27
classifier_acetylcholinesterase,0.8655569782330346,0.9270948088911176,394,387,py27
classifier_histone_deacetylase_2,0.8636363636363636,0.9060205226871894,140,124,py27
classifier_neuropeptide_y_receptor_type_5,0.863157894736842,0.8960778147183035,155,130,py35
classifier_5_hydroxytryptamine_receptor_3a,0.8620689655172413,0.9151192113709309,90,84,py35
classifier_histone_deacetylase_4,0.8593750000000001,0.8767123287671232,73,55,py27
classifier_protein_kinase_c_epsilon_type,0.8571428571428572,0.9025145959233842,26,23,py27
classifier_corticosteroid_11_beta_dehydrogenase_isozyme_2,0.8571428571428571,0.875,8,6,py27
classifier_replication_protein_a_70_kda_dna_binding_subunit,0.8571428571428571,0.875,4,3,py35
classifier_protein_serine_o_palmitoleoyltransferase_porcupine,0.8571428571428571,0.875,8,6,py35
classifier_dna_repair_protein_complementing_xp_g_cells,0.8571428571428571,0.875,4,3,py35
classifier_lysine_specific_demethylase_4a,0.8571428571428571,0.875,8,6,py27
classifier_protein_mdm4,0.8571428571428571,0.9264255058246476,7,7,py27
classifier_sphingosine_kinase_1,0.8571428571428571,0.875,4,3,py35
classifier_chymotrypsin_c,0.8571428571428571,0.875,4,3,py35
classifier_transcription_factor_p65,0.8571428571428571,0.9948453608247423,6,8,py35
classifier_7_8_dihydro_8_oxoguanine_triphosphatase,0.8571428571428571,0.875,8,6,py35
classifier_histone_deacetylase_9,0.8571428571428571,0.9151422764227642,18,17,py27
classifier_retinal_rod_rhodopsin_sensitive_cgmp_3_5_cyclic_phosphodiesterase_subunit_delta,0.8571428571428571,0.927056277056277,7,7,py35
classifier_adenosine_deaminase,0.8571428571428571,0.875,4,3,py35
classifier_tissue_alpha_l_fucosidase,0.8571428571428571,0.9270376862401403,7,7,py35
classifier_acid_sensing_ion_channel_3,0.8571428571428571,0.875,4,3,py35
classifier_muscarinic_acetylcholine_receptor_m5,0.8518518518518519,0.8709677419354839,31,23,py35
classifier_oxysterols_receptor_lxr_alpha,0.8505747126436781,0.884842943201377,48,39,py35
classifier_aromatase,0.8484848484848486,0.8996552666337629,227,202,py27
classifier_telomerase_reverse_transcriptase,0.846153846153846,0.8666666666666667,30,22,py27
classifier_monoglyceride_lipase,0.846153846153846,0.8666666666666667,30,22,py27
classifier_lysine_specific_demethylase_4c,0.8421052631578948,0.8636363636363636,11,8,py27
classifier_catechol_o_methyltransferase,0.8421052631578948,0.8985250737463126,10,9,py35
classifier_sodium_channel_protein_type_5_subunit_alpha,0.8421052631578947,0.8826437916098248,73,60,py35
